TestCase,Program,PollyOpt,Parameter,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,Average
MergeSort	naive_dealloc C code	vector	1000000000
MergeSort	copy_reduced C code	gcc	1000	7001098	6376475	6291206	6738788	6600529	6494463	6184194	6582313	6824511	6309849
MergeSort	copy_reduced C code	gcc	10000	10410918	9484921	9318990	9294852	9123956	7844507	9303023	9302129	11125030	10562375
MergeSort	copy_reduced C code	gcc	100000	32829012	33270367	33317526	33689302	28403103	27846094	31464746	33123137	33941644	27529995
MergeSort	copy_reduced C code	gcc	1000000	247532385	247848104	248795546	248258859	244510927	246185147	245839591	248915092	251652858	251332157
MergeSort	copy_reduced C code	gcc	10000000	1140893175	1136467423	1131820539	1140528753	1137379587	1129550326	1136977122	1141286439	1138862351	1137887007
MergeSort	copy_reduced C code	gcc	100000000
MergeSort	copy_reduced C code	gcc	1000000000
MergeSort	copy_reduced C code	polly	1000	6162084	6325509	6463089	7267284	7598973	7304427	6996561	6071575	6500039	6499061
MergeSort	copy_reduced C code	polly	10000	10741877	8878969	9387438	9629074	9593635	9245838	11083624	9277837	9309899	9362569
MergeSort	copy_reduced C code	polly	100000	34031714	33449166	35954511	27401465	31303272	30479602	31706275	30555282	30660669	30411435
MergeSort	copy_reduced C code	polly	1000000	245938711	245027048	245597319	244214058	249665855	246965316	249063021	245299695	248646267	247114638
MergeSort	copy_reduced C code	polly	10000000	1190075573	1183894976	1182777447	1181074285	1190089045	1181382482	1184129809	1184668474	1186203276	1187254762
MergeSort	copy_reduced C code	polly	100000000
MergeSort	copy_reduced C code	polly	1000000000
MergeSort	copy_reduced C code	openmp	1000	6532562	6487625	7037344	6742301	6642135	7555765	7120433	6771143	7586459	6422534
MergeSort	copy_reduced C code	openmp	10000	11045420	9993627	9566388	9426178	10777198	9546751	10496433	9263465	9601313	9496778
MergeSort	copy_reduced C code	openmp	100000	32391291	28208831	28180952	31708449	28098419	31742862	31516931	31646392	33835170	33374301
MergeSort	copy_reduced C code	openmp	1000000	247476061	245769664	250750990	249567561	250053884	249247646	249501492	250928211	248353408	245090170
MergeSort	copy_reduced C code	openmp	10000000	1201746451	1227574135	1189188529	1200201484	1201411034	1201497225	1200543472	1196360014	1198797702	1199357181
MergeSort	copy_reduced C code	openmp	100000000
MergeSort	copy_reduced C code	openmp	1000000000
MergeSort	copy_reduced C code	vector	1000	6391025	6117776	6346926	6333281	6068972	6357273	6531519	7369329	6775533	7096018
MergeSort	copy_reduced C code	vector	10000	9143578	7844261	7360839	10666953	9466160	9092098	9465724	9169193	9338469	10847701
MergeSort	copy_reduced C code	vector	100000	32714722	31656764	28164602	27882605	28007915	29305854	27997279	31780609	31380369	32704626
MergeSort	copy_reduced C code	vector	1000000	245437511	247592228	247574901	255104900	249226412	254147688	247786348	250441698	244980711	248657420
MergeSort	copy_reduced C code	vector	10000000	1189276797	1187052843	1176174428	1177588825	1185207194	1186717321	1187503103	1186912865	1186787237	1184861108
MergeSort	copy_reduced C code	vector	100000000
MergeSort	copy_reduced C code	vector	1000000000
MergeSort	copy_reduced_dealloc C code	gcc	1000	5640762	6123601	6810580	6743518	7166641	6001613	6603653	6688338	6288522	6150856
MergeSort	copy_reduced_dealloc C code	gcc	10000	8155532	8685788	9553939	9508702	8420485	8542699	8111431	8476578	8873443	8491432
MergeSort	copy_reduced_dealloc C code	gcc	100000	23667906	19704139	23397298	19931987	20286537	20716249	25324987	28747283	25782231	28495514
MergeSort	copy_reduced_dealloc C code	gcc	1000000	165370488	174012642	171917555	175660964	174794054	173139229	171557818	174869686	167345998	170233054
MergeSort	copy_reduced_dealloc C code	gcc	10000000	887449065	882563527	884669633	889023231	884804492	886708029	886630796	955914606	882247406	888691176
MergeSort	copy_reduced_dealloc C code	gcc	100000000	9362572792	9333845109	9335877432	9346363429	9330311282	9331417652	9367150846	9413969425	9326440724	9336900289
MergeSort	copy_reduced_dealloc C code	gcc	1000000000
MergeSort	copy_reduced_dealloc C code	polly	1000	6506682	6207246	6362217	6190523	6129047	6187372	6186786	6994557	7019108	6284329
MergeSort	copy_reduced_dealloc C code	polly	10000	8230644	9463500	8468635	8303106	8524927	8660822	9843083	8395511	8536157	8288292
MergeSort	copy_reduced_dealloc C code	polly	100000	24827811	29170758	23647613	20700289	23777821	29992693	25349302	24357984	29544483	25017711
